0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.07396528967373328+0.004460774829727392j),0j,(0.9260359762177013-0.0044640542286072445j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.028508164337464916+0.012035847153873748j),(0.10247446594351395-0.00757669115308858j),(0.06507086530784012+0.0027729102124437618j),0j,(0.8609663127317757-0.007240639817453017j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.07922046358303113-0.009846887118294375j),(0.0075333281456538784-0.0015099509251064562j),(-0.04265757444441775+0.024654460509757843j),(0.0949410111608256-0.006066044439985832j),(0.06437756769243079-0.004006305188242325j),0j,(0.7965899858281973-0.0032376933159461423j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.013145298826046132-0.009740991750421684j),(0.07360848247620488-0.0016149201641380215j),(0.07309975326192268-0.013329125737052692j),(0.014300482026915277-0.013262218623923204j),(-0.0513796913643065+0.03397639652154602j),(0.08064060768137411+0.007197719043374452j),(0.05751079091016187-0.0016383693344203098j),0j,(0.7390801648350903-0.0016025984822297776j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.06956144443832465-0.005032974021856488j),(0.023169486894207177-0.023714699635444106j),(0.016683904684852438-0.01803626610890121j),(0.06473963616096506+0.008838966018374406j),(0.06328895583084486-0.0048604620351098225j),(0.009128402021187264-0.010527656104727542j),(-0.057157777913762586+0.037198086850226915j),(0.07151239337579998+0.017726509317500125j),(0.05291513218199192-0.004198891132942408j),0j,(0.6861660169901682+0.0025932732420453383j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0311950782361995-0.031206291508925482j),(0.06153608923958033+0.0024597365004406903j),(0.0628321177922201+0.0005798888905732071j),(0.017204153323898436-0.015111927371054875j),(0.017141018982022152-0.023475851993935117j),(0.05666395373580347+0.013424124498504103j),(0.058974102145558635-0.005867364280985039j),(0.006782690238686573-0.001547573028814344j),(-0.0632166217990702+0.038866259680045784j),(0.0647295737184495+0.01927464186641209j),(0.04917337412267376-0.002054177807334857j),0j,(0.6369934673806719+0.004644662697578744j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.057008438035710526+0.005923871230483731j),(0.025729704544836713-0.017995886594959033j),(0.03701895674694025-0.036549322319594145j),(0.05301051729834843+0.00534439745270079j),(0.05826598428598771-0.0020157405202247394j),(0.013645407724702232-0.0007432689465610336j),(0.01784937720085284-0.027326906072242058j),(0.0498010439051906+0.012620229577298973j),(0.05557958692773158-0.0019495061472350863j),(0.00798666063175799+0.0038830588657805497j),(-0.06962259573358946+0.03876143035200534j),(0.056742463736394376+0.0153919122509877j),(0.04483093795206923-0.0025439980172433595j),0j,(0.5921633473992388+0.007186058792981127j),,,,,,,,,,,,,,,,,,,,,,,,
(0.03296449249812577-0.020814835976979904j),(0.04977362470686579+0.00874344722012548j),(0.051708308195416844+0.0028910432179350743j),(0.020327138676104983-0.0006915202586029235j),(0.04357674871893467-0.04145528978160251j),(0.046328559519937244+0.005292996384735693j),(0.05388793583038965-0.00015931722642191073j),(0.013057873161046778+0.006809071170007936j),(0.01954116049787551-0.029116561465377146j),(0.04472951849528345+0.009694397020715326j),(0.05063351046949283-0.0028109925815827746j),(0.0084157852420319+0.004351945573648553j),(-0.07542494675630343+0.03902830822576868j),(0.048326180738430376+0.011040274009902857j),(0.042263144082059376-0.0016358353545092394j),0j,(0.5499009454678682+0.008819512369322734j),,,,,,,,,,,,,,,,,,,,,,
(0.04508418248462723+0.006042122683197266j),(0.025914636112936495-0.0008881748549963057j),(0.03958858718369946-0.02396535869984277j),(0.044185920212830944+0.008940399668894575j),(0.04869126416698301+0.0030449042535759946j),(0.01702213485995622+0.00808392336772644j),(0.04877351511629009-0.04465881671016134j),(0.0423640425046566+0.004018296618018677j),(0.048458877306772494-0.0009689097975563725j),(0.011639522144142319+0.007488814693208515j),(0.021715845577164248-0.030958158757857266j),(0.041505506433052335+0.006557654192330901j),(0.047679838213467794-0.001787981616503608j),(0.006755326225822592+0.003133046227818753j),(-0.08084139456367113+0.039180381531074525j),(0.04157048869776628+0.007907500038559445j),(0.03875498079926575-0.001436410151173149j),0j,(0.511146674854726+0.0102536921356095j),,,,,,,,,,,,,,,,,,,,
