0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.09404860749269353+0.008389703111971377j),0j,(0.9059531486039324-0.008393374305908082j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.035032704713114746+0.013041280407287054j),(0.12908278415528965-0.004653220896772952j),(0.0812412791940456+0.005415851940813747j),0j,(0.8247137487771006-0.013813481219716484j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0962549116524154-0.01147500568792605j),(0.011584491049243435-0.00031774702302938065j),(-0.05004617936304091+0.029930687319262475j),(0.11749789118751092-0.004334588700266024j),(0.07939104474563356-0.003698801169653677j),0j,(0.7453244881272031-0.010118525607473726j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.023133402025576972-0.011236474598242915j),(0.0847056543582205-0.0005549907753674872j),(0.08583438310955968-0.015000225557331794j),(0.022614925301518485-0.01463902421431928j),(-0.056489616642101656+0.0412311150066094j),(0.09488262294831454+0.01030643539916218j),(0.06860588424261918-0.001727888037572117j),0j,(0.6767200389879405-0.008394437899067485j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.07787935049839198-0.0027845014495909634j),(0.034458204636419576-0.02719715813701779j),(0.031088568504712057-0.023450837323201412j),(0.07286230152196578+0.012004905046267705j),(0.06904018903461047-0.004982350708195355j),(0.015759642016567925-0.012351857519952165j),(-0.05692419776694466+0.04448527947232783j),(0.07912292343108292+0.02265981522596556j),(0.062007327525241775-0.004803974862014254j),0j,(0.6147140459172359-0.0035938566714735143j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.04342476435477118-0.03555421348317099j),(0.06891293371891602+0.0055738562241553075j),(0.0682131564813329+0.0046501223176942195j),(0.02480541871842306-0.015787767545757204j),(0.03191580192341963-0.033082163535896554j),(0.06381650622627622+0.015441826234456632j),(0.06398293419417658-0.003787836017191037j),(0.010569921757832093-0.0011795055851260847j),(-0.058899916048740356+0.04346905865774768j),(0.06855274886989327+0.02383999898533903j),(0.05562850118759561-0.0022129540212049888j),0j,(0.5590866406502346-0.0013840154983267745j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.06290321730105886+0.009846973196404023j),(0.03390130903605587-0.01710559596673356j),(0.04873484487221852-0.04075006453934244j),(0.05981695386926928+0.006892351350816966j),(0.06441000998853082+0.002499737143303841j),(0.018296793043692198+0.001747262465804967j),(0.031488983185708946-0.039368951020924726j),(0.05608939933925487+0.012515454970036989j),(0.0580875446448962+0.0014019859230654822j),(0.01041726263105557+0.006403814762470901j),(-0.0613589053288715+0.03985427326881142j),(0.058134912697917054+0.01743643697900305j),(0.049927054040360734-0.0027551336864960222j),0j,(0.5091606321652778+0.0013683182174146795j),,,,,,,,,,,,,,,,,,,,,,,,
(0.04217460710828575-0.01776589249924671j),(0.054629821209795947+0.010507823482443954j),(0.057632654559410655+0.005414615210442111j),(0.026128987825725918+0.002913321263919543j),(0.055512207816661316-0.04366418969981753j),(0.051984482975486954+0.005726582216860419j),(0.058444203296264145+0.0033110987944568516j),(0.016472414768247106+0.010214379230624439j),(0.031132426831173215-0.04127745410533466j),(0.05003393877852327+0.008705074294235575j),(0.053581112285576736+0.00034610007141336243j),(0.010474350248893649+0.007222804511667314j),(-0.06501284528039168+0.036753185496672336j),(0.04765993556348799+0.010213829319567092j),(0.04581006072756598-0.001418885059534424j),0j,(0.46335149043187757+0.0027846784723622965j),,,,,,,,,,,,,,,,,,,,,,
(0.0496698178127012+0.006915732572697971j),(0.03275411050017968+0.003982292261571617j),(0.05013732059035741-0.019266506332758726j),(0.04800446695401259+0.009439069713733986j),(0.053627093560605195+0.004837665159364102j),(0.021461393828807105+0.011303776515164126j),(0.060329315338333786-0.045190154599574206j),(0.046995265669808384+0.004637345175008575j),(0.05269833635698155+0.0013242524768595067j),(0.014254445187692179+0.009963672679346787j),(0.03201516317986015-0.04225512623760473j),(0.04625360986397707+0.005964373393478181j),(0.04920596748349233+0.0014401389350541046j),(0.008287111785683279+0.005025850177987308j),(-0.06840857818447686+0.033894333561607135j),(0.03937238429211473+0.0051881829568203915j),(0.04132388211731592-0.0013572186968371014j),0j,(0.422028479245973+0.0041396001290681765j),,,,,,,,,,,,,,,,,,,,
(0.03770033150395748+0.003478990086860498j),(0.04472344356103728+0.007419246601086612j),(0.04828101522904682+0.006332196822551054j),(0.024816963662946338+0.013143567772062922j),(0.05548334864594727-0.02076064719988276j),(0.0446487142616442+0.007599364164349086j),(0.04761977748175818+0.003009365770821739j),(0.017100926340819382+0.01083075173838584j),(0.06540782529755852-0.04687474183123393j),(0.04414863383911441+0.00377040477600359j),(0.0469057272227695+0.0014092363592626176j),(0.010849756034665268+0.006774211176283297j),(0.03431526215138505-0.04222376430684987j),(0.04369083687562867+0.004216214684407064j),(0.04408407040169269+0.0005483247239947394j),(0.005312461150844083+0.0032748766334439526j),(-0.07116862671287563+0.03198895564296651j),(0.03405969144679459+0.0019134590387898907j),(0.037998008298882564-0.0009052593774981492j),0j,(0.38403126221548933+0.005042785281836753j),,,,,,,,,,,,,,,,,,
