0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.025863822575097773-0.002008124599374944j),0j,(0.9741361397979025+0.0020066218509736237j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.01009961499521176+0.00528377980055093j),(0.035963740597245705-0.007292856046053397j),(0.02381794909634727-0.0013199099710348027j),0j,(0.9503180661994421+0.003325027411866482j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.03186848469624759-0.0056878160237748675j),(-0.00014600986549587116-0.0015110727530563948j),(-0.018149820153523913+0.00965082932427536j),(0.03610989500887625-0.005781874274280336j),(0.024426454296974386-0.0036666180897810185j),0j,(0.9258915880309635+0.006990180850392139j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0005251068575582224-0.002791434208338548j),(0.03224773484906271-0.004407502598572019j),(0.03113530946190676-0.007774358951733353j),(0.0017675458473394392-0.00564349559259661j),(-0.024858365344823025+0.013757767108164558j),(0.03434258954849151-0.0001380368234550483j),(0.024031939147716175-0.0023519553238257346j),0j,(0.9018595829490952+0.009340746274684732j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.031366725183621325-0.007194312795076088j),(0.0035064848479916017-0.010670040896872585j),(-0.0007563451399013993-0.003371534346501463j),(0.03050909140663232+0.0006194178888344369j),(0.03055201458412527-0.0059545532582026255j),(0.0009274284238222348-0.004633741071827764j),(-0.03137810952109203+0.017359599240159892j),(0.033415409979484015+0.004496058464626988j),(0.02275380301526295-0.0033029072085575062j),0j,(0.8791057432896789+0.012642257020698829j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0054812824033374785-0.015043236285148007j),(0.029392249772250405-0.0028207559871883166j),(0.030668122271082558-0.005401261791287969j),(0.0021771285729666676-0.009129637984113995j),(-0.0008722712534737671-0.003924856078974638j),(0.02925968096603199+0.005115682831716353j),(0.028597004142560306-0.006434967858980609j),(0.0010360511438999643-0.0016767144483207008j),(-0.03722098552639545+0.020490952201638726j),(0.032379465470371724+0.006173020213174904j),(0.022909442774331008-0.002915078711086003j),0j,(0.8561962749895893+0.015556009023174153j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.028860309791775226-0.0015439543593216607j),(0.0037366592925391373-0.013419082499641811j),(0.0072894074389248985-0.018900191829110426j),(0.027833025053532714+0.0014690563430430484j),(0.028435509118542545-0.005937922849617644j),(0.002247105191046231-0.003574632151623891j),(-0.0007106070929597315-0.004421929881408215j),(0.028048737524982135+0.007013839867060589j),(0.028583618376805443-0.005941934821983j),(0.0019132014265951442+0.00021109221646620766j),(-0.04289483127071639+0.023517121528891752j),(0.030466216272009242+0.0059621209405649415j),(0.02169896303389569-0.002713933640620538j),0j,(0.8344972774918882+0.018268628986386842j),,,,,,,,,,,,,,,,,,,,,,,,
(0.005138333540998401-0.0172540347617187j),(0.027458932180987754+0.002291354684003715j),(0.026598498070482826-0.0022761326428865636j),(0.003560504505853811-0.005511613425919671j),(0.00912672577253468-0.02256164692751395j),(0.026519730085912924+0.0034062759007759914j),(0.028382865755954067-0.005403340313597577j),(0.0037396658048685014+0.0003734429511680406j),(-0.0005096793050671066-0.004960539288194991j),(0.026222182560249118+0.006851681118041491j),(0.02711197362694527-0.005311276890638597j),(0.0022821127392591524+0.0006246828080370739j),(-0.048307504918262814+0.02611381687486792j),(0.028183988276736023+0.005337620242754377j),(0.021481519549685538-0.0028665262131825175j),0j,(0.8130157471590029+0.021133881795670967j),,,,,,,,,,,,,,,,,,,,,,
(0.02527286278938496+0.0014263723934450972j),(0.004750979753472159-0.007309442348595989j),(0.006464260560168188-0.020956203436259247j),(0.026268554066844436+0.004089417690934988j),(0.026433076693245766-0.002054456898344243j),(0.005500555904222833+0.00047823012247769835j),(0.011076813636528599-0.025910197515221427j),(0.02475873301194889+0.0033016856280060967j),(0.02679187121019719-0.004691530622247618j),(0.004438706116673467+0.0014935749891448408j),(-0.00018941350775927227-0.005580287495212381j),(0.024065431893042697+0.0059829811958928125j),(0.02657891917562004-0.005387952991234884j),(0.0018707160610785592+0.0005015282438701633j),(-0.05340457475912663+0.028634620514507988j),(0.02631316371501039+0.0048362554975842345j),(0.020816281723896123-0.002404593821334259j),0j,(0.7921994460823277+0.02353723660296468j),,,,,,,,,,,,,,,,,,,,
