0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.11576396380323273+0.013119237719324696j),0j,(0.8842382536455281-0.01312319937899599j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.04043300929047229+0.013021797209960002j),(0.1561989570199354+9.599641492472055e-05j),(0.09751988740657025+0.008694083783805536j),0j,(0.786721005226797-0.021821924730416872j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.11309582844916277-0.012750136832223773j),(0.016046331420072644+0.0007716011802586693j),(-0.056008612407180615+0.034464312375059314j),(0.14015197366267515-0.0006746160872897599j),(0.0945107967708393-0.0030210034311122596j),0j,(0.6922126112537607-0.018805106663648534j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.03459063285746227-0.011390881364606482j),(0.09455075119818403-0.0005861782593849039j),(0.09721614429892632-0.01686209204905048j),(0.03277749507821855-0.014190124676742445j),(-0.05871412137237342+0.04830423256817015j),(0.10737352671723575+0.01351778661629081j),(0.07910979438182571-0.002052972064292566j),0j,(0.6131048300200415-0.016756325348215695j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.08362956469888361-0.0011690058132072375j),(0.0484970155839603-0.02932029294480669j),(0.04817698429675279-0.027082204187029047j),(0.0788307816290303+0.014546064115258992j),(0.0725216574924569-0.007252559657139552j),(0.02511791059830603-0.012468962701425699j),(-0.05212662085320163+0.053503458537255945j),(0.08225509214650815+0.025988589393940817j),(0.07013541566420377-0.0058103939183846j),0j,(0.5429711455865629-0.010949610570730507j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.05820082474452375-0.04009727965278977j),(0.07392578369723715+0.009609471180467974j),(0.06984082507871095+0.007974614932679092j),(0.03452832141139172-0.01603417093195948j),(0.05085777849259074-0.04230787639924535j),(0.06942024605903098+0.01811247057078955j),(0.06505341261297871-0.0025132081208260066j),(0.015782023941389133-0.0001806764254118163j),(-0.04704505927552413+0.05020634016382481j),(0.06647263468586168+0.026170057382624047j),(0.060496970915290146-0.003090474439437034j),0j,(0.4824755782327855-0.00786248794529415j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.06608049100992135+0.014133810479131042j),(0.04345474983047564-0.01675011752533328j),(0.06196131479079642-0.046255407271638176j),(0.06499926066655133+0.010326068595855352j),(0.0667257829935921+0.008214589860468293j),(0.02328571464917903+0.00430428373295883j),(0.04918562313247095-0.05303463423927304j),(0.06191633078999564+0.013627926903336902j),(0.05640866219395338+0.0034394347989299525j),(0.01219108698138866+0.00916922051657924j),(-0.04295701402386254+0.04367687086950178j),(0.054280948599843566+0.017000963292973837j),(0.05316979338175193-0.003515031040854096j),0j,(0.4293070361376136-0.004350371264989398j),,,,,,,,,,,,,,,,,,,,,,,,
(0.05100729635314289-0.014738958365484124j),(0.058527858933753375+0.0121231168214377j),(0.062263929732790366+0.008853255277561525j),(0.03187631399094033+0.00677167868885219j),(0.06642318230320067-0.04689343692727431j),(0.056408385145260524+0.007858903410628667j),(0.06039794623666199+0.00740287741321036j),(0.019046248283191722+0.014119141596072646j),(0.04519644705150738-0.05699740278692052j),(0.05506086523551246+0.008678199223238852j),(0.05267543205186411+0.0038775333327534627j),(0.01085948888716003+0.010491260990284402j),(-0.04246271233013569+0.03628474991756333j),(0.04342083644428731+0.006509690521021628j),(0.04720815381979705-0.00176648514293399j),0j,(0.38209995359848775-0.002586464567009267j),,,,,,,,,,,,,,,,,,,,,,
(0.0539047134635705+0.007552830174449019j),(0.03860899158363241+0.00967451719313016j),(0.059366301261130315-0.013438136915315044j),(0.05179499758656195+0.009220417374636069j),(0.05744547077412443+0.006870108314230479j),(0.025076973034922023+0.01571807099202544j),(0.06937565511687818-0.04636021933347593j),(0.05037743467180228+0.006260148953673384j),(0.055293703165596016+0.004510672844482306j),(0.01600563112662354+0.012994781384187372j),(0.042578117406538815-0.05763015802591046j),(0.04991448262319676+0.0061749068661633415j),(0.047419751885240835+0.004474971506360328j),(0.008391931313456332+0.0071136918012400675j),(-0.04267424606768483+0.030043744829881223j),(0.03502848581868989-0.0006039379141975169j),(0.041796518592988774-0.001626466162281231j),0j,(0.34030441707598974-0.000962263338258898j),,,,,,,,,,,,,,,,,,,,
