0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.006654481673901066-0.002046821715946458j),0j,(0.9933450201293581+0.0020467613864457793j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0026144276630778174+0.00145764619699347j),(0.009269051580032299-0.003504937707997135j),(0.006408027204434544-0.0016590994610760257j),0j,(0.9869364403852966+0.0037058263807514657j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.008861507461783375-0.0030033221018623967j),(-0.0005454627272255079-0.0002768926433986252j),(-0.005067757539691405+0.0028013924960248447j),(0.009814499025299307-0.003228229880291253j),(0.006621667705414471-0.0022785922963662053j),0j,(0.9803142617466232+0.005984398531066805j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0009594085188526248-0.000533421437627738j),(0.00927545828835006-0.002746972021786279j),(0.008883767222904439-0.003544513973449533j),(-0.00014350633779104953-0.0015885894459322372j),(-0.007329704052515507+0.004066838323165189j),(0.009958055616606726-0.0016395746237359348j),(0.00687001678197095-0.0020045792661248798j),0j,(0.9734437258733882+0.00798899995512202j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.009134144043213643-0.003386169515027162j),(-0.00019342536482814474-0.0031304674437653422j),(-0.0012097645346911615-0.0006919505938482583j),(0.00932544980867684-0.0012050331076264088j),(0.00907003584478586-0.0032223035342623316j),(-0.000289941346934381-0.0015447721748291388j),(-0.009529566530883283+0.005284085763225646j),(0.010248138762482146-9.468448950097907e-05j),(0.006602452167793743-0.002174960165532669j),0j,(0.9668407617106838+0.010163970045908674j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00011060984273373723-0.00456939955659581j),(0.009051419812020492-0.0019471894300989133j),(0.009296164067003869-0.0030724957902202687j),(-0.000542030880175701-0.0030569146845494614j),(-0.001435861385603237-0.0008419426573306438j),(0.009577694246996683+0.0003072196212520271j),(0.008739084121362041-0.003297391748126904j),(-7.65882188043666e-05-0.0008303681030351368j),(-0.011666039920115686+0.006406043530459366j),(0.010324854273282402+0.0007357545353117831j),(0.006800315794531445-0.002256626166687239j),0j,(0.960039953685269+0.012420623927020844j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.00917868537173835-0.0016791677603855844j),(-0.0007312260717420181-0.004506184968493802j),(6.969881220136709e-06-0.005962680488107924j),(0.009240781134109737-0.0004978182929552306j),(0.008876161297443487-0.003121837896022951j),(-0.00015507827681113988-0.0016349289073797522j),(-0.0015729043346772219-0.0010176825028699195j),(0.009656312032634692+0.0011118512605925708j),(0.008889290866009685-0.003345270305384868j),(0.00038203101994769764-0.000297044518651589j),(-0.013754856798904933+0.007494214013997134j),(0.009942869637782344+0.0010328450314016331j),(0.006658146573295332-0.002133953430031688j),0j,(0.9533813099835936+0.014554604993386535j),,,,,,,,,,,,,,,,,,,,,,,,
(-0.0008984340266104046-0.005912312009816289j),(0.009346065105127421-0.00027294129221239633j),(0.008689324120482149-0.0017347485418639336j),(-0.0002320459878582075-0.002398823283567912j),(0.00019391025458126096-0.007349729498378916j),(0.009317881265050721+0.00026614839304376107j),(0.00899905349039432-0.003190039037563869j),(0.0007518074546090057-0.0005774800595823925j),(-0.001682628630493264-0.0011731005590743641j),(0.009286582201415105+0.0013923440770410166j),(0.008734375931424163-0.0031693859902580737j),(0.0006352528704792093-0.00012184429528792263j),(-0.01583092590831009+0.00852917576503254j),(0.00930760225087797+0.0011547487714288513j),(0.006617930799006882-0.002257226053517224j),0j,(0.9467628970776476+0.016811854756784633j),,,,,,,,,,,,,,,,,,,,,,
(0.008820784316107737-0.0003508323380881445j),(-0.00031330496619062456-0.003136952168579559j),(-0.0010297222258965576-0.007296134568900774j),(0.009427458181160614+0.0004652612008990318j),(0.008780370714889766-0.0018339076969146198j),(0.0010986783287010062-0.0008260208692992806j),(0.0004127013452026406-0.008705823972618544j),(0.008971061010457946+0.000514756164795919j),(0.008828227183739806-0.002981237366450415j),(0.0012610887788079461-0.00023753902775530428j),(-0.0017764405960970196-0.0013614341942919338j),(0.008660736010972269+0.0015081095118490604j),(0.008656992563386812-0.003253907946652968j),(0.000562058748013732-6.18440793110896e-05j),(-0.017869828279799656+0.009525390256730035j),(0.008745514870784472+0.0012166629682192503j),(0.006628785459846793-0.0021656493614066927j),0j,(0.940133632006923+0.018977533626018332j),,,,,,,,,,,,,,,,,,,,
(-0.0003868683436800473-0.003851203784815284j),(0.008894482413923339+0.00036349183931168956j),(0.008886938573725975-0.000480793048173793j),(0.0014190985888874535-0.0010540060135929821j),(-0.0011361157976883228-0.008649159500398644j),(0.009107089166746608+0.0006933169737772828j),(0.008591303257811485-0.0016264131092013666j),(0.0018659376117745163-0.0003377075917452026j),(0.0006497327925421948-0.01006061201328203j),(0.008366207182921071+0.000615005265954695j),(0.008718629066475941-0.0030643788766053777j),(0.0011204947273233627-0.0001229055401978335j),(-0.0018380374259448222-0.0015511475269501334j),(0.008102273949624695+0.001569245916798381j),(0.008655350800800566-0.003136992800715129j),(0.00035449185313139004+4.652322443719211e-05j),(-0.019896233124355126+0.010496268424730802j),(0.008391001758931493+0.001170196746578307j),(0.0065136291429470465-0.002165321741271549j),0j,(0.9336195269913622+0.02114287838398586j),,,,,,,,,,,,,,,,,,
(0.008953818349564104+0.00020901734236293039j),(0.00172743829623684-0.0012637759776523369j),(-0.0004536132580479404-0.004540942536059392j),(0.008586197057788235+0.0005733340880095387j),(0.00868047062093333-0.00029271416819710557j),(0.0024469359037894755-0.00042121122283152185j),(-0.0012251107141002936-0.00998277029020208j),(0.008526086268531583+0.0007769048771309143j),(0.008458694072197851-0.0017246997194913102j),(0.001661738099576121-0.0001889237343714749j),(0.0009097752989452799-0.011400257467236285j),(0.007824941062931641+0.0006811033454801596j),(0.00871836653544141-0.0029407829477322367j),(0.0007106812398071277+9.539633246175059e-05j),(-0.001901012845793334-0.0017475393229321973j),(0.00774605956650212+0.0015204307524386675j),(0.00851851204642657-0.0030992978701136834j),(0.0001978464434877638+0.00016350786010948092j),(-0.021900954826248827+0.011429783257232156j),(0.008193138120867652+0.001006722108454812j),(0.006519256374192636-0.002159791054350365j),0j,(0.9270998020834884+0.023302693638191485j),,,,,,,,,,,,,,,,
(0.0020284591105470423-0.0014525554034030507j),(0.008652852571119002+0.0003978707236060281j),(0.008741190162994345+0.0003781858648432717j),(0.003006533052054856-0.0004929167458565197j),(-0.0005141990846447732-0.005211771889521349j),(0.008026599240804944+0.0006451247316853664j),(0.008529396572695538-0.00041169527251504163j),(0.0021923230673567442-0.0002502479876089179j),(-0.0012956421544342027-0.011295689642701005j),(0.007995478164129495+0.0008383118063098518j),(0.008452508352396243-0.001613965156185067j),(0.0010497689474665288+0.00012718114727825884j),(0.0011757410808179952-0.01272704071072281j),(0.007485827495089711+0.0006493776115620601j),(0.008565702580931261-0.0028881819856758804j),(0.0003994914401646839+0.000334259235476171j),(-0.0019481633914882402-0.001958834708712571j),(0.007544390113721794+0.001349713797845703j),(0.008502442141570333-0.0030742895460491304j),(0.00012287166362396224+0.00020548027369945513j),(-0.023883979257341235+0.012343823156769115j),(0.00807024784295137+0.0008012589359286395j),(0.006454111883973325-0.0020974384352803717j),0j,(0.9206452224725648+0.025400154552866254j),,,,,,,,,,,,,,
(0.008449748371015961+0.0005509253110068033j),(0.003554062308604281-0.0005517690342966547j),(0.0023199563990109165-0.0016252216613656817j),(0.008105324408276843+0.00045681011174874414j),(0.008581778920038533+0.00024247193907913218j),(0.0027023470386792186-0.0003066465253883925j),(-0.0005664490405425703-0.005865869733071638j),(0.007516554125542245+0.0007016056626589848j),(0.008510151903691286-0.00032148071747050344j),(0.0013865504133722716+0.00015009308404414115j),(-0.0013531157823390698-0.012588089687503292j),(0.007658669519638972+0.0008154609272358873j),(0.008289068869007479-0.001571977551284818j),(0.0005860961199641186+0.0004862501066984939j),(0.001452480888972863-0.014043210528251028j),(0.007299194865525667+0.0004974212402177442j),(0.008542746781744884-0.002864999509543893j),(0.0002468558117838447+0.0004243348686380176j),(-0.001988427860898149-0.0021683016908653325j),(0.007420381049427375+0.0011308773178772384j),(0.008422911781814764-0.0029848713672338315j),(7.938300504688193e-05+0.00016745943794789432j),(-0.02585261678572398+0.01323080072915643j),(0.007990847187787883+0.0006338120374888509j),(0.006408462721021166-0.0020990347711474207j),0j,(0.9142362974869789+0.02749920898035721j),,,,,,,,,,,,
