0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.05573396782755495+0.0013941977021324824j),0j,(0.9442668125161062-0.001396977178509504j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.021759571860015738+0.010142815508203668j),(0.0774942058655776-0.008750063290220458j),(0.04974199924978021+0.0008426344431935835j),0j,(0.8945254621990568-0.002242595198629985j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.06252249244108925-0.008246042825126667j),(0.004011040616135494-0.0021602184611789416j),(-0.03453976016769385+0.01923047289456826j),(0.07348324936550941-0.006589423656509893j),(0.04992857945514037-0.0040947538718067j),0j,(0.8445976465558276+0.0018493721592026018j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.005884717378531205-0.007263497532326284j),(0.06064898023192621-0.003142240917800484j),(0.05922981711944475-0.01163032222342505j),(0.008244746157093119-0.010837430845491013j),(-0.04384075750528163+0.026765193865771825j),(0.06523878053864651+0.0042490641515032495j),(0.046099421908416365-0.0018053904445148158j),0j,(0.7984988079616684+0.0036520782918347786j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.05840186907778489-0.007084130751028609j),(0.014346285033177267-0.019572360855460547j),(0.006712976945395943-0.011809235333054873j),(0.054547740006934416+0.0055937298888098595j),(0.054426272235226454-0.00571945803212307j),(0.004949892731721814-0.008330502854610317j),(-0.052167292999087574+0.030678673720153864j),(0.06028916073928895+0.012580363888762984j),(0.04299484034123373-0.0038843373684064168j),0j,(0.7555046038655684+0.0075338495998709025j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.020416415349331776-0.02650035700032172j),(0.05233205634922391-0.00015524033100392537j),(0.05415429429149372-0.002843513761039907j),(0.010826025516831664-0.013977388464877163j),(0.006985230722875654-0.014684746634233272j),(0.04867179002057367+0.011241369927141663j),(0.050517888471870144-0.007228951842358434j),(0.004100404460893877-0.0017492352542729337j),(-0.05969005473006139+0.03402278327608204j),(0.05618872577310554+0.014330049534058139j),(0.041217641379910235-0.002320036464588078j),0j,(0.7142875141062343+0.009851500584500796j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.04926063935903466+0.00269839828750221j),(0.017475954449152776-0.018539118605588437j),(0.025310363957591796-0.03204145669530135j),(0.04568224314462487+0.004407177886493597j),(0.04976415903108232-0.0048179201175159656j),(0.009154658748741436-0.0027715435055698026j),(0.007739193865274235-0.017095422661618266j),(0.04361744731012276+0.01226408367818037j),(0.04893496039894329-0.004783021132779331j),(0.005452544239384889+0.002032581297693613j),(-0.067407025448987+0.03648534173201526j),(0.05073589085114309+0.012297795128221546j),(0.03805073249199785-0.0025905368002067607j),0j,(0.676237331879559+0.012439744213870113j),,,,,,,,,,,,,,,,,,,,,,,,
(0.022878248096254564-0.02267233327175351j),(0.04385845831600556+0.006832247227290602j),(0.044841205022599084+0.000709720971194852j),(0.014305274085355962-0.0039645574160436185j),(0.030233569975830075-0.037568356726502126j),(0.04053151488123151+0.005600571274936458j),(0.04734498263908121-0.002896475620418473j),(0.00956213919092119+0.003936264901361236j),(0.009329359045860144-0.018981590943947347j),(0.03950757068384105+0.010360603248202503j),(0.04466113123620943-0.004754226041501462j),(0.005912600763835345+0.0024331250895030998j),(-0.07401710175389287+0.0386486837125747j),(0.04482294935906694+0.00986498174591398j),(0.03668506533547918-0.002117097949482269j),0j,(0.6395527923594433+0.014554708843824916j),,,,,,,,,,,,,,,,,,,,,,
(0.03988699242255756+0.004855922773391933j),(0.018605421106232718-0.005114869462091799j),(0.027832563484506384-0.026817956993724718j),(0.039558202981902865+0.007982904292842381j),(0.042895761909781165+0.0012323639647749932j),(0.012931101463868375+0.0051932554319433525j),(0.03468300965578359-0.04169653054767093j),(0.03716229912923695+0.004343745933005075j),(0.04297796350887683-0.0027291547391724204j),(0.00905899583835338+0.005284171036008691j),(0.011012669623216693-0.02100630053435616j),(0.03636087214629789+0.007509702010536477j),(0.04288616932491817-0.004202285267250178j),(0.004828360393746145+0.0018153984257643055j),(-0.08021787605813469+0.04073356466766917j),(0.03999432252892407+0.008049853669170704j),(0.03420883320832793-0.0017153069027803617j),0j,(0.6053444578926143+0.016267978297500818j),,,,,,,,,,,,,,,,,,,,
