 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (9.741367521801428397e-01+2.007341715508054007e-03j), (2.991688431457063813e-03+7.256483208727398937e-02j), (-1.189832065049272955e-02-5.494192361331315735e-03j), (2.586324781965230329e-02-2.007341715348521897e-03j), (-7.201206680546901051e-02-4.067521342674373930e-02j), (-6.444506449739824394e-02-3.477466165659787774e-03j), (-1.761527747238585129e-02-1.855809435080944467e-02j), (-1.530895685855510752e-02+5.499456484335385822e-03j), (-1.755125278006432893e-02-3.694698069366801618e-02j), (-6.458452865834111989e-02+2.051609956461902806e-02j), (1.043310215888785392e-02+2.900859298556636434e-04j), (4.269013899385031702e-02+6.461705428491669456e-02j), (9.448447569699985893e-02-4.535934892639666149e-02j), (-5.145228160422417318e-02+3.853211935808487087e-02j), (-5.654275865813442048e-02-4.820380428362028985e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-2.810775623717978039e-02+8.903550578773403168e-02j), (8.105235854545675966e-01+1.395536629398017869e-01j), (-1.388133540816317846e-01+2.106587185021848926e-02j), (2.810775623797308678e-02-8.903550578836498530e-02j), (-1.705833672323567030e-01+8.650318448626551082e-02j), (-6.212917470035130701e-02+8.896388293476190090e-02j), (-1.724921540635770134e-01+7.409313525024363578e-02j), (-4.989234855438874627e-02+6.408745420911456277e-03j), (-1.856334954046611266e-02+6.246905473766246192e-02j), (-2.250339397995611834e-01+7.149978842281587768e-03j), (-4.490230914199368900e-02+9.058090467782489719e-02j), (-1.634718255532088271e-01-1.541848649735962432e-02j), (-1.186338722356000824e-01+1.078076418552531418e-01j), (-9.765361114267874509e-02+1.949696008490758303e-01j), (-8.233606580664870611e-02+1.677901856077889664e-01j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-3.539042489893572379e-03+6.085250287721142431e-03j), (-8.095462547781659413e-02+7.862039225161961131e-02j), (8.493156898610878525e-01+2.625750441842362171e-01j), (3.539042489685277626e-03-6.085250288025571656e-03j), (-7.413476956789484540e-02+7.883806948553662153e-02j), (-2.694425995810957597e-02+3.188527021336862166e-02j), (-9.621394556030420098e-02+1.381191022397885992e-01j), (-1.006963891889019191e-01-2.874198878651562650e-03j), (-6.023066938270484755e-02+7.715494118047440397e-02j), (6.636223340267533022e-03+8.874219054356559389e-02j), (-1.261109843133622621e-01+9.790223387899486818e-02j), (-1.793997256719055133e-01+1.001313392803946101e-01j), (-7.342804710362385578e-02+7.772698101719184571e-02j), (-8.970449866984525622e-02+1.205364021849604644e-01j), (-1.604332523364059293e-01-2.341921025182346072e-04j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (2.586324782053580837e-02-2.007341716184848565e-03j), (-2.991688432434415693e-03-7.256483208735110824e-02j), (1.189832064986847890e-02+5.494192361899578186e-03j), (9.741367521801641560e-01+2.007341716795325946e-03j), (7.201206680546588801e-02+4.067521342838430892e-02j), (6.444506449998750608e-02+3.477466166709396091e-03j), (1.761527747319769494e-02+1.855809434983933526e-02j), (1.530895685854756494e-02-5.499456484936824860e-03j), (1.755125278218230486e-02+3.694698069343888003e-02j), (6.458452865761613038e-02-2.051609956366924267e-02j), (-1.043310215665961722e-02-2.900859292185838448e-04j), (-4.269013899465448625e-02-6.461705428328823331e-02j), (-9.448447569480726560e-02+4.535934892659877760e-02j), (5.145228160307409315e-02-3.853211935591714654e-02j), (5.654275865699204262e-02+4.820380428355730551e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (6.645526484446860616e-02-1.299043353944404240e-02j), (-6.705946641500570848e-02+7.126776124028783022e-02j), (-7.774662654201536238e-02-9.609977268429754568e-03j), (-6.645526484394415068e-02+1.299043354038276546e-02j), (8.512419931363039982e-01+1.405276171035323152e-01j), (-9.354678923173700977e-02+6.345232767933628448e-02j), (-1.924920299660770884e-01+1.004689203713102635e-01j), (-1.352541219003645101e-01+1.124193670526666550e-01j), (-7.407416566895597132e-02+8.768808354723443832e-02j), (-2.024800740810214772e-01+8.402942242233795572e-03j), (-1.690088920473100942e-01-4.895324149738823627e-02j), (-1.277993711708771130e-01-1.569811687046902826e-02j), (-1.408163530559681520e-01-2.974610789599049093e-02j), (-6.368682871280684221e-02-9.402947214804370513e-03j), (7.133004422372701131e-03+1.149170464079636161e-01j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (3.734018445189814933e-02+7.458533555638404040e-03j), (-1.428120006169462941e-01+9.903876409078762877e-02j), (-1.413289176630720956e-01-4.066832412804746374e-03j), (-3.734018445226162247e-02-7.458533555439680190e-03j), (-8.531145892280482534e-02+1.024315425698432563e-01j), (8.716889303019477175e-01+1.131979186504664531e-01j), (-1.483749610137949648e-01+1.077269622357588802e-01j), (-6.836273852020058328e-02+4.846022356632328359e-02j), (-1.804497200994510386e-01-3.389941331114021406e-02j), (-1.176873300395869099e-02+1.964404105715197163e-02j), (-1.890956254098353009e-02+1.049915957798564642e-01j), (-4.474285493412977210e-02+1.564756086228347443e-01j), (-8.388070692125502992e-02+3.300277483333766138e-02j), (-1.640063325144507922e-01+9.340286790762951374e-03j), (-4.283043333379895137e-03+9.277002227390593325e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (2.197349349935071722e-02+2.485284541380698708e-02j), (-5.923971617458687750e-02+8.858355534740518233e-02j), (-1.029228883804951256e-01+1.294154731618021026e-01j), (-2.197349349918426703e-02-2.485284541425631516e-02j), (-4.717227411575599522e-02+1.463003259246906662e-01j), (-4.858389870019652612e-02+1.372693824389639161e-01j), (8.513445068620616452e-01+6.687901008050232965e-02j), (-1.679544243772678191e-01+1.232044840997579271e-01j), (-1.115808467027610829e-01+8.833491027448520105e-02j), (-9.191739690977752952e-02+2.007011138040904613e-02j), (-1.506206804830673984e-01+4.908750233955672115e-02j), (2.780638117676828558e-03-3.080012705603527023e-03j), (-1.727672322521583981e-01+5.656190560464918748e-02j), (-9.740883486330817465e-02-1.330692935489770357e-02j), (-9.381831249444610998e-02+1.894386141252602518e-01j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (3.924898354579097436e-03+2.656874295982509029e-02j), (-1.323920247202479139e-01+9.893072376944943291e-03j), (-6.473626720432358594e-02-3.414131060767593151e-02j), (-3.924898354172265749e-03-2.656874296027814802e-02j), (-6.258912390361751066e-02+1.824295661033661087e-01j), (-1.136488498654220913e-01+3.311611800831363445e-02j), (-1.883513474031595081e-02+1.110927053860956554e-01j), (8.729855725716644255e-01+1.728356585766114839e-01j), (-4.820622840460454805e-02+3.253858296159292673e-02j), (-1.949396597608150580e-02+1.079112276982164970e-01j), (-1.391347189484921643e-01-1.375113703518276650e-02j), (-1.163368694517539631e-01+1.003002141562204519e-01j), (-1.225803207792581367e-01-2.788501202996500339e-02j), (-1.870828997838757390e-01+8.033163006431988384e-02j), (-3.116979276616441488e-02+5.398880778020707927e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-1.015913300105240717e-02-3.740460100906677077e-02j), (-1.809230303640108062e-01+9.247175435461546522e-02j), (-1.323680683440972006e-01+5.680924735308463119e-02j), (1.015913300054214694e-02+3.740460100867808169e-02j), (-9.738107602317393197e-02+1.507524527236423217e-01j), (3.124990195691458496e-03+9.559912450109507229e-03j), (-7.434506038308588693e-02+9.658040136395917852e-02j), (-1.169840719480575719e-01+2.813054517767284504e-02j), (8.741861989275054867e-01+1.796061531843642367e-01j), (-9.386769263263972096e-02+8.173656822009821299e-02j), (-8.462498975795976208e-02+6.016348777612517962e-02j), (-3.986746391662509409e-02+8.199871720135078201e-02j), (7.296189355604897064e-02+7.539457866744660175e-02j), (-1.531650070169092159e-01+1.244593895728157706e-02j), (-5.590130004717207279e-02+6.728468859016369097e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (3.206183708362299323e-02+4.811594127342425087e-02j), (-1.753088213199879494e-03+9.648130634430786279e-02j), (-2.109201988779108305e-01+4.711518301597829306e-02j), (-3.206183708292474621e-02-4.811594127279578831e-02j), (-2.787290570972526631e-03+7.635856157824380541e-02j), (-1.558048005775001521e-01+3.619446163827556157e-02j), (-9.693843699430766681e-02+1.195984356101329783e-02j), (-1.780212840192532675e-01+1.233368968815423544e-01j), (-7.517986653224575933e-02+1.150833310218097594e-01j), (8.399716141895376964e-01+1.986655357422487389e-01j), (-4.626121583419092603e-02+1.568583278701756942e-02j), (-1.918991317826489462e-01+1.096797444309173808e-01j), (-5.396321663923625556e-02-1.895592243376848993e-02j), (-3.359300656424633880e-02+1.648023371415509863e-01j), (-2.371619078302335606e-02+4.634638600450982637e-02j)
