 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (9.766318253453162290e-01+9.381182085089348477e-02j), (-1.930155128782561069e-02-7.019619551155440243e-03j), (1.048154442839483586e-02+2.286910929651850971e-02j), (2.336817465653275722e-02-9.381182085049358244e-02j), (1.815197401361562726e-02+6.376333745138616782e-02j), (1.233068994065047996e-02-3.544359160038304535e-02j), (-8.133409874460699462e-03-1.779280527007126578e-02j), (-2.725177304561591726e-02+1.992882263268285284e-02j), (-7.118460168267930037e-03-9.175641376465658999e-03j), (-5.662587331384027339e-02-3.894197950688432774e-02j), (-2.065058022773439209e-02-5.371150362320310095e-02j), (-1.039423869013642206e-02+3.051331617547702393e-02j), (-7.304029493051002186e-02+4.688580545422813169e-03j), (9.564297200268575411e-03+4.476812521599711492e-02j), (5.425685741419034730e-02-7.580249022325913529e-03j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (1.870657863272780913e-02+4.346666358627038554e-03j), (8.700265079900962872e-01+1.128247964936186787e-01j), (-5.844590108412156537e-02+8.380444736398730277e-02j), (-1.870657863615685090e-02-4.346666361435758824e-03j), (-7.995557474957684652e-02+1.068592217582942511e-01j), (-1.947120326474263419e-01+6.768940902207315480e-02j), (-1.360063857263706655e-01+3.891617810152035034e-02j), (-1.903556904835157770e-01+9.010863535255084211e-03j), (3.185367007465213923e-03-2.406254464539202970e-02j), (-5.293022679618514248e-02+1.978497280597027799e-02j), (-5.168379669985285335e-02+1.409952012643042318e-01j), (-1.177990739714544488e-01-1.102042146449638133e-02j), (-1.876699882370788316e-02+1.279552813230248054e-01j), (-1.327129356675411653e-01+5.363079354692541767e-02j), (-1.578407182845259216e-01+7.347899328508244662e-03j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-1.751617804649551607e-02+2.563634012273961066e-02j), (-1.519707494758388011e-01+8.070785167378402569e-02j), (8.555992644437724337e-01+2.187083204033311579e-01j), (1.751617804679540119e-02-2.563634012490474332e-02j), (-1.246636237062624664e-01+1.474864881046239196e-01j), (-1.515031801685763901e-01+6.699358156262921749e-02j), (-8.994225487993234847e-02+1.343266604510834072e-01j), (-6.491174212019792944e-02-2.326959365260789642e-02j), (-6.178613098586667463e-02+1.100512452033974853e-01j), (8.951342510195289814e-03+1.190586083101221604e-01j), (-4.897648193395164745e-02+5.597636441485786402e-02j), (-7.849600760982808345e-02+6.938847346691916218e-02j), (-4.096325590880635359e-02+9.940923103309096120e-02j), (-1.574646087724773103e-01+3.664973066843608962e-03j), (-8.671143121838409407e-02-4.875259572918435452e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.336817465243209990e-02-9.381182085129043113e-02j), (1.930155129601700617e-02+7.019619555805444583e-03j), (-1.048154442588652979e-02-2.286910929046659380e-02j), (9.766318253487858980e-01+9.381182085314523911e-02j), (-1.815197400770414415e-02-6.376333744011608573e-02j), (-1.233068994407805763e-02+3.544359161140500647e-02j), (8.133409887250839937e-03+1.779280528017464919e-02j), (2.725177304751893667e-02-1.992882262591263651e-02j), (7.118460173880177683e-03+9.175641388313207983e-03j), (5.662587331895498066e-02+3.894197951308124572e-02j), (2.065058023061759271e-02+5.371150362981943344e-02j), (1.039423869706010417e-02-3.051331616718341855e-02j), (7.304029493127829620e-02-4.688580531844618177e-03j), (-9.564297195068651586e-03-4.476812520752527363e-02j), (-5.425685740536700247e-02+7.580249028337662787e-03j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-5.190281604370848567e-02+6.020957757094998891e-02j), (-9.529340127543067807e-02+1.065191545295546410e-01j), (-7.766846753249309621e-02+1.267329531077303340e-01j), (5.190281604151009143e-02-6.020957757020459211e-02j), (8.806014013975405064e-01+1.194635348800791447e-01j), (-2.346885250039321136e-02+7.607475408285716001e-02j), (-1.510731164756417833e-01-3.659199006655571192e-03j), (-1.578949858403716489e-01-1.318576783498748468e-02j), (-7.136422396803733526e-02+3.352805386105035118e-02j), (-3.539002001337721720e-02+1.762583592259586995e-01j), (-9.163207784284452262e-02+5.045017489302196581e-03j), (-1.488309779960626245e-01+9.639437665394212651e-03j), (-9.632561713085488475e-02+1.046994516504997641e-01j), (-7.817808076517919480e-02+6.748772463928599807e-02j), (1.169767150730113836e-02+2.419860489232156242e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-7.622164895589839985e-03-3.237166611949213874e-02j), (-7.525806926831121735e-03+1.340690402256706770e-01j), (-1.317366058591369106e-02+7.805520846891531028e-02j), (7.622164896774630966e-03+3.237166612150196160e-02j), (-1.670724884482387151e-01+8.309573859084183611e-02j), (8.634151265496033956e-01+1.340051355442167802e-01j), (-5.279040626851735918e-02-1.217851034140113309e-02j), (-1.228078418361272656e-01+7.624434691126026620e-02j), (-5.342927932356600351e-02-4.758817990471686521e-02j), (-9.203890725924923633e-02+1.573578902294831827e-01j), (-5.240551183254177348e-02+1.179688466157148147e-01j), (-2.293000379520277465e-01+1.652995924856640042e-02j), (-5.762820184203887308e-02+1.282207526444988366e-01j), (-1.575480471977639546e-02+4.338418738949503806e-02j), (-8.094479289990075266e-02+1.228357043159647999e-01j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-2.170174281268177213e-02-1.033196339516287768e-02j), (-2.457666657874038249e-02+8.241797799184460982e-02j), (-9.401401702032893826e-02+1.482614959442015989e-01j), (2.170174280680870274e-02+1.033196339390425600e-02j), (-2.062192625810690266e-02+3.674657418495214101e-02j), (-1.027932233478075358e-01+5.874669596518972137e-03j), (8.629302857022399520e-01+3.181098787949614148e-02j), (-1.238286719262917807e-01+7.206199012464933884e-02j), (-1.444097000697609490e-01+1.720575553881700248e-01j), (-7.169179116222991477e-02+8.344519593174462568e-03j), (-5.410527223208932979e-02+1.081698058630681802e-01j), (-4.464253940824566835e-02+1.434231404777487895e-01j), (-1.711822700274286124e-01+1.411685537855863759e-01j), (-8.865588576007432664e-02+1.545370642643176251e-01j), (1.325520033604760117e-02+8.975721512489598375e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (1.637649688383828375e-03+4.279501498983990376e-02j), (9.918217367308281018e-03+1.040746420963275104e-01j), (-9.621610540512590126e-02+2.394221713952354724e-02j), (-1.637649690408327866e-03-4.279501499261847280e-02j), (-7.389172089657167382e-03+6.743790318884086699e-02j), (-6.821727959582177259e-02+1.155055091735810308e-01j), (-7.824707073278500125e-02+8.868644146382548277e-02j), (8.588732296214769413e-01+2.288440871089541528e-01j), (-3.046749237884181435e-02+5.264156388498025807e-02j), (-1.072924856427919654e-01+4.062134967314821182e-02j), (-1.773035971335735206e-01+7.161542152896981095e-02j), (-1.311840560213068108e-01+1.321320491270927822e-01j), (-2.819244174873088149e-02+1.553581841932998031e-01j), (-1.258364583614813847e-01+1.061854587873987676e-01j), (-5.226484479166054048e-02+7.800907887733890544e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-1.091224381205478135e-02-7.555358219325826463e-03j), (-1.504274726754225300e-01-1.073734277481807470e-02j), (-1.089207320733424494e-01+8.805486536550831411e-02j), (1.091224380724279200e-02+7.555358219883180973e-03j), (-5.204221902483514850e-02+4.367740675209601242e-02j), (-5.982239268164095403e-02-6.246649806967944502e-02j), (-3.597147639800742785e-02+1.384397479441663303e-01j), (-1.240249601236601135e-01+3.733679825284575565e-02j), (8.963434376138360582e-01+5.484379278269582020e-02j), (-1.281646113016414457e-01+2.881993474493519530e-02j), (-3.545323703243269398e-02+1.485302784315769842e-01j), (-6.860128422281822069e-02+1.655804551621140597e-01j), (-3.735690884068471745e-02+3.224236501058178050e-02j), (-1.203716964078083984e-01+1.044849160693554352e-01j), (-2.455186501846599867e-02+1.929376500636562422e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (5.441518741517277491e-02-3.169529225215082791e-02j), (-1.261359451803826526e-01+3.072596249244166286e-02j), (-2.213630183529841089e-01+7.288250445819245693e-02j), (-5.441518741664937847e-02+3.169529225061150368e-02j), (-1.552035913691602875e-01+1.216368608810239477e-01j), (-9.856914208708790481e-02+1.323688997876145690e-01j), (-1.053425690184522368e-01-4.053106328517880330e-02j), (-5.694852152600338863e-02+1.341295478882960704e-02j), (-2.786357554711381759e-02+5.163661707788726879e-02j), (8.389228523245176872e-01+2.469462416862502341e-01j), (1.383179292977305616e-04+2.559800418048699400e-02j), (-8.636786335884331228e-03+9.609432681893953498e-02j), (-1.104233953827860049e-01+2.810352503179957065e-02j), (-1.407092590669033749e-01+1.058713325732009020e-01j), (-9.392600399225814467e-02+8.731131628879115758e-02j)
