 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (9.621716320875086659e-01+1.296612600168560447e-01j), (5.706093338833771733e-02+1.479791469972025972e-02j), (-1.165320281469663793e-02-3.391566619116685027e-02j), (3.782836791485601202e-02-1.296612600130879200e-01j), (-3.309862927692851925e-02+1.040006754435675307e-02j), (1.561644765183905180e-02+5.613846900295937220e-03j), (-3.584361579646246770e-02-6.689201343649577025e-02j), (1.033978175619390191e-02+1.235390522789922910e-02j), (-3.079671669484166860e-03-7.161390117319942940e-03j), (-5.744237108425248942e-03-1.805565665724977523e-02j), (5.742896525104517966e-03+2.807888985183782174e-02j), (4.857522863540471303e-02+6.872509369260192472e-03j), (-1.220093041338058959e-01-2.279146381312573827e-02j), (-8.440958738135111161e-02-9.674592113636266283e-03j), (1.577742559785948531e-02+1.976335437831939004e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-5.024964317214519055e-02-1.203293483406924110e-02j), (8.547521177693693240e-01+1.841883312933916828e-01j), (-1.776728477055112554e-01+1.098330716018736941e-01j), (5.024964316672295150e-02+1.203293483479580400e-02j), (7.436887092619390294e-02+1.209450080747556250e-01j), (-1.010978311686850789e-01+1.637105052168112140e-01j), (-1.675376361225669464e-02+8.772868543833511890e-02j), (-1.137941105312502421e-01+1.074823404328112270e-01j), (-1.135812105347136919e-01+5.110011798476856576e-02j), (-1.676997507000904108e-01+8.467814774128873401e-02j), (-1.637913007419596056e-01+6.767567256319738378e-02j), (-9.862670316017037656e-04+8.909741838265067271e-02j), (-3.544155890843499884e-02-1.079616882289199942e-02j), (-1.997047708774023905e-03-5.261405505976687186e-02j), (-2.340673679691126011e-02+4.470821429917809509e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-8.219106647570143670e-03-1.538394881303280226e-02j), (3.654017992429754030e-02+9.469119040928478115e-02j), (9.084837759270313340e-01+1.234051704696416257e-01j), (8.219106648647183169e-03+1.538394881397272748e-02j), (-7.383975650175453320e-02+1.729150147629809897e-02j), (-1.178857947252121841e-01+1.517445399556480168e-02j), (-1.199963721562369856e-01-2.175379058904560944e-02j), (-1.256332901878892683e-01+7.427407812157528488e-02j), (-7.547157306323812320e-02+6.650916204481750749e-03j), (-1.720473778982317681e-01+5.930564425765984249e-02j), (-8.102523262793798198e-02+5.010088540668394819e-02j), (-7.555897024677263318e-02+4.887011288048068169e-02j), (-1.070267507750677222e-01+8.412903614309810707e-02j), (-9.639439446021358382e-02+8.348557988633116544e-02j), (-1.733087791347945675e-02+3.663620515575747444e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (3.782836790924427178e-02-1.296612600113642988e-01j), (-5.706093338194900139e-02-1.479791468930422363e-02j), (1.165320281876491317e-02+3.391566619989998255e-02j), (9.621716320880122630e-01+1.296612600160792772e-01j), (3.309862928510798330e-02-1.040006752769139994e-02j), (-1.561644764508882816e-02-5.613846899202339785e-03j), (3.584361579880086107e-02+6.689201344093778645e-02j), (-1.033978175171294811e-02-1.235390522449885189e-02j), (3.079671674930983469e-03+7.161390124513831654e-03j), (5.744237112532617033e-03+1.805565666580455711e-02j), (-5.742896527368597515e-03-2.807888984235097640e-02j), (-4.857522862158997201e-02-6.872509364950487969e-03j), (1.220093041269061790e-01+2.279146380758254736e-02j), (8.440958738188755750e-02+9.674592118651268585e-03j), (-1.577742560178105324e-02-1.976335436723337599e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (4.337205524076411661e-02+3.930869196429022383e-02j), (-2.177655719468328255e-01+6.827285808257896327e-02j), (-2.824485026929089010e-02+6.399847974270615747e-02j), (-4.337205524265658196e-02-3.930869196486045519e-02j), (8.828705317786664786e-01+1.463288018364867493e-01j), (-6.314737614165819024e-02+7.216253978033040917e-02j), (-1.586287365708998198e-01+6.748091532256782210e-02j), (-1.106649845625972683e-01+1.025476730364547340e-01j), (-8.849692967587181880e-02+9.729231486212816526e-02j), (2.310613898628152349e-02+3.017829755152849625e-02j), (-7.761118692265897567e-02+4.910539937304689989e-02j), (-5.412240928212160018e-02+1.059451662794996807e-01j), (1.803349530246926499e-02+4.909557180392406378e-02j), (1.715135100266161616e-02+1.324618702006367388e-01j), (-1.076499442188500327e-01-1.134743547883987694e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-2.903963211810613176e-02+1.289946470609573334e-02j), (-6.916898146439495743e-02+1.859021347620888609e-01j), (-2.812955168761627558e-02+6.479338240087138823e-02j), (2.903963211392097607e-02-1.289946470887657834e-02j), (-8.827408735632941150e-02+8.716713550659177523e-02j), (8.988850307145003216e-01+1.529674156898316595e-01j), (-1.056512400647928868e-01+5.880141187190672525e-02j), (-1.178229043312049307e-01+1.304575455050327459e-01j), (-2.181541920182309205e-02+7.083923452309184854e-02j), (-6.180095561737514176e-02+9.232245828221238848e-02j), (-5.716282871706073604e-02+1.635900216537690757e-02j), (-6.820645130499698727e-02+3.491653654183912714e-02j), (-3.970771589942335977e-02+1.181889822540603957e-01j), (-1.147085191278941069e-01+5.420677373580989888e-02j), (-1.824892213129580658e-04+4.956879432450750356e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (5.197003832108215704e-02-3.612043466151738935e-02j), (-1.253839921527148960e-01+6.705504459370567605e-02j), (5.092550957523436783e-04+3.915098628558273675e-03j), (-5.197003832086065367e-02+3.612043466153232185e-02j), (1.146324501189745562e-02+6.607963023232993338e-02j), (-2.138783973850877373e-02+3.749799702568627074e-02j), (8.957130065409849573e-01+1.625231586037936826e-01j), (-7.382261663874609137e-02+3.717602877177185461e-02j), (-1.172563163179697610e-01+2.996395044267373409e-03j), (-1.140792212087428231e-01+1.437625880790776578e-01j), (-1.020676640947012770e-01+9.713750235829879398e-02j), (-9.997628143466605333e-02+1.466084303019541887e-02j), (-8.843363547183163975e-02+2.565345072091708423e-02j), (-9.128094538249041656e-02+1.267893452074580485e-01j), (-1.377673754462669098e-01+2.184496439740873236e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-2.411095493902092740e-02+2.223443988304362948e-02j), (-9.518985722829501062e-02+1.203453219493634124e-01j), (-5.648156503771087356e-02+1.460092322465824100e-01j), (2.411095493354175473e-02-2.223443988692482692e-02j), (-1.074426367773176766e-01+1.266827019977619651e-01j), (-1.009664659475923154e-01+1.382793243827929452e-01j), (-8.949910204759785326e-02+7.185559060261308140e-02j), (8.428426211735642326e-01+2.276815043001387817e-01j), (-6.356160693344488355e-02+1.167242983658295652e-01j), (-1.120857659153315089e-01+4.087666744355588494e-02j), (-2.967738434997333266e-02+4.582198304897026897e-02j), (-5.746181571356212547e-02+1.591749109707330800e-01j), (-6.073450224689094790e-02+5.156712880360792006e-02j), (-8.813750139586952470e-02+1.731729759907690847e-01j), (-8.277760519053142807e-02+5.492875679591117249e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (7.047283339559791415e-03-2.558692587202739989e-03j), (-1.747451369601801807e-02+5.808409472834979992e-02j), (-2.732597918104450602e-02+5.725578304604374974e-02j), (-7.047283342044104518e-03+2.558692592423653100e-03j), (-4.061405184215290814e-02+1.144951692034484186e-01j), (-1.055501295662007039e-01+8.382344920445446157e-02j), (1.286968299485095890e-02+4.141115701137866589e-02j), (-1.067194000635974943e-01+1.075185495697373594e-01j), (9.265642235717622688e-01+1.679673352995773861e-02j), (7.296070881283853171e-03+4.170758367373886277e-02j), (-8.074229413905975594e-02+9.269426456782743629e-02j), (-5.400419202642935124e-02+1.424140646789948950e-01j), (1.124032004668490056e-02+1.214016021718581917e-01j), (-7.561944008420901087e-02+2.598054321949629444e-02j), (-1.147893164764141188e-01+3.297601825228605593e-02j)
 (-0.000000000000000000e+00+0.000000000000000000e+00j), (-7.353782619093231221e-03-9.071550832592877728e-03j), (-1.746281745397609657e-03+1.300084573373530283e-01j), (8.575718826907842082e-03+1.362760741931016151e-01j), (7.353782615644553246e-03+9.071550834028116808e-03j), (-1.608496144635861436e-01+4.190185152925135492e-02j), (-1.072295125739955585e-01+9.203161281277719152e-02j), (-5.009954453356427889e-02+1.851957572976319910e-01j), (-1.056566751313446073e-01+3.949351834842643183e-02j), (-1.336310588288355250e-01+1.894923021084283718e-02j), (8.644454434140239618e-01+1.861060610212633415e-01j), (-2.045065011213989536e-02+1.179017399729239690e-01j), (1.616740163780978207e-02+1.355832348276920785e-01j), (-1.389726688056820425e-01+2.941479363568497499e-02j), (-7.342721487683272208e-02+9.107425121143229718e-02j), (-1.307166943164949583e-03+1.015165252059481611e-02j)
