 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (8.842376772978396415e-01-1.312082424348071097e-02j), (4.042627376490487423e-02+1.204696618668373159e-01j), (6.064960561584954203e-03-1.707783209435245059e-02j), (1.157623227013663270e-01+1.312082424377806339e-02j), (-9.290068701868396672e-02-1.207536011269777637e-01j), (-1.161201834651725828e-01-1.093815539711805000e-02j), (3.233393833780167509e-02-7.526317129293577657e-02j), (6.719495724174915155e-03-2.390566620081102135e-03j), (-2.654315327008239730e-02-7.367852588449304296e-02j), (-1.232104991969011770e-01+6.437022616100781212e-03j), (4.163049440697648429e-02+7.950415706686279546e-03j), (9.111691150832104680e-02+1.107424289957794489e-01j), (2.243341441936293201e-01-6.180268533594403257e-02j), (-1.131120151324127160e-01+7.161099943816928715e-02j), (-9.178354359908247329e-02-1.418328782662859611e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-6.271981180771772635e-02+1.415819510629054423e-01j), (6.125516612038516273e-01-4.888069841869766702e-02j), (-1.111407348901966019e-01-1.820426702063164537e-01j), (6.271981180893142216e-02-1.415819510644931722e-01j), (-2.732625411791609338e-01-1.368923823658468042e-01j), (9.738552580161570840e-03-5.464637548640047943e-02j), (-1.919300704427304438e-01-7.171940520689756848e-02j), (5.663339894095154037e-02-2.081870925408450257e-01j), (1.182818172191770767e-01-9.311280800467126861e-02j), (-2.632437320987774942e-01-2.821306126479194432e-01j), (4.138724506117804486e-02+1.548519052479836603e-03j), (-1.470786379910846431e-01-2.729402927847627280e-01j), (-9.590099704453027007e-02+4.561325700941451511e-02j), (-1.006476223626070199e-01+1.332625504056508259e-01j), (-1.582031689445235756e-01+1.016062638175080496e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.051883772305352988e-02-2.687584535374875142e-02j), (-9.583384651102172525e-02-1.084205486775113164e-01j), (6.478255994222806846e-01+3.049949387804470335e-01j), (1.051883772230601498e-02+2.687584535290040225e-02j), (-1.120967538519648393e-01-6.413844514699028332e-02j), (2.721727965106033459e-02-1.474959894967190488e-01j), (-1.098922385411041924e-01+4.052164770405350391e-02j), (-1.484692802573761850e-01-2.360752944273443177e-01j), (-7.587328615041996627e-02-4.013955173225845080e-02j), (9.283932502782467344e-02-2.047734834266783099e-02j), (-1.858477773339512751e-01-3.015909792260675765e-02j), (-3.148175290790657943e-01-8.625571554631583648e-02j), (-5.372268966494136988e-02-3.900539009420687930e-02j), (-1.363609232142576067e-01+8.881945106944864887e-03j), (-3.070979853243438473e-01-2.413117702856865943e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.157623227032031216e-01+1.312082424149344298e-02j), (-4.042627376882977630e-02-1.204696618675875491e-01j), (-6.064960564235335853e-03+1.707783209481015044e-02j), (8.842376772987050604e-01-1.312082424005827849e-02j), (9.290068701836168286e-02+1.207536011306335894e-01j), (1.161201834698993851e-01+1.093815539942256422e-02j), (-3.233393833626557745e-02+7.526317129018189611e-02j), (-6.719495725136169668e-03+2.390566618375786125e-03j), (2.654315327286330475e-02+7.367852588350450038e-02j), (1.232104991943503425e-01-6.437022615482481530e-03j), (-4.163049440274259327e-02-7.950415705635411820e-03j), (-9.111691151089242047e-02-1.107424289931658729e-01j), (-2.243341441894867450e-01+6.180268533606700365e-02j), (1.131120151282344888e-01-7.161099943445572991e-02j), (9.178354359624542325e-02+1.418328782661551768e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.496869888663922288e-01-3.120634012557578496e-02j), (1.519321792222981700e-02-5.132065940837827328e-02j), (6.840412080121212324e-02-1.765949555139505467e-01j), (-1.496869888652514746e-01+3.120634012790233711e-02j), (6.819017107254310428e-01+2.868951930712737922e-02j), (-4.313910848998826764e-02-4.737797668039805260e-02j), (-2.849656787881189590e-01+2.713536812324060868e-02j), (-1.436587370543210840e-01-2.767578191936250452e-03j), (-4.244670997532716886e-03+1.701008860077200119e-02j), (-2.508892365785136414e-01-1.622759758262784791e-01j), (-1.535441026772119411e-01-2.776370109495897021e-01j), (-3.361656054057408916e-02-2.181703928582056085e-01j), (-5.995350120939640925e-02-2.138529123361392059e-01j), (4.588060778731702788e-02-2.140344241467167230e-01j), (2.232645297409109955e-02+7.273214981996606321e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (5.792350426935315849e-02-1.261579956223136088e-02j), (-1.652805530579502524e-01-4.576839361963663810e-02j), (-1.436513180358959529e-01-1.948841026774733032e-01j), (-5.792350427051277950e-02+1.261579956292621998e-02j), (-1.159575887737650801e-01-3.113841486206773285e-02j), (7.186671740802438313e-01+3.015298838436284920e-02j), (-1.908312566363560281e-01-1.238915345570997494e-02j), (-7.981445433531154932e-02-8.322963851146880643e-02j), (-2.725409510978609728e-01-2.778911317290050920e-01j), (1.173625370682465779e-01-1.472687725968295225e-01j), (7.803593235165696973e-02+2.655124728473912121e-02j), (-1.752028145219569535e-03+1.388712837760493202e-01j), (-5.830968359862442191e-02-1.615235403355501920e-01j), (-2.325780403497670623e-01-1.613748678869802167e-01j), (2.390514024427875181e-02+5.073088858861466224e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (5.865179126115564051e-02+6.498285134222585302e-02j), (-2.276197555258473518e-02-1.187843615318177337e-01j), (-9.062415045798738467e-02+7.775663191949462594e-02j), (-5.865179126065395848e-02-6.498285134286460596e-02j), (-1.106753825888868448e-01+5.250165719437661568e-03j), (-2.758507643106476726e-02+7.047052952078916577e-02j), (6.838020778281527212e-01-1.196941514068327744e-01j), (-2.745977702620407968e-01+2.041910508651226600e-02j), (-1.325525141600590873e-01-3.131160497269588200e-02j), (-5.644782291806884483e-02-1.495565176299591958e-01j), (-1.951121906759742120e-01-1.035211802022636823e-01j), (1.413293870190729662e-01-2.219986320725855500e-01j), (-2.167866697748550286e-01-9.607333083851757327e-02j), (-9.749178262319634081e-02-2.702471681593027197e-01j), (-2.082602157627792827e-01+1.891225014493872203e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (7.653545890064125147e-03+4.859968706557234175e-02j), (-1.326252069071303663e-01-2.103032579497706445e-01j), (2.150244978697836082e-02-2.364718101279674189e-01j), (-7.653545889513924637e-03-4.859968706618941758e-02j), (-1.123491320024958412e-01+1.818775282734416410e-01j), (-1.455490033572426345e-01-1.310446021614069256e-01j), (8.267991592741108509e-02+3.817924222555058034e-02j), (7.087172612308036967e-01+1.505281595166679531e-01j), (-7.078831982650128640e-03-6.429966662878176809e-02j), (6.123405457682915692e-02+3.993053515515712637e-02j), (-1.482712146863033598e-01-2.640161562763028713e-01j), (-1.293463660369990054e-01-2.224135311724581218e-02j), (-6.713795859406025690e-02-2.393670000621110350e-01j), (-2.716017390082200444e-01-5.043827410634151714e-02j), (-4.342239636369967654e-02-3.500838595411791265e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-4.088463526803633868e-02-1.290272269163197094e-01j), (-2.953490851494313674e-01-6.975393765268310398e-02j), (-1.882098290015094821e-01-8.065985541338373255e-02j), (4.088463526634675271e-02+1.290272269155607054e-01j), (-1.772175728472050460e-01+9.532305644144931089e-02j), (4.578913343847178241e-02-1.367175026677508176e-01j), (-7.620057510595248940e-02-1.042146531737480307e-02j), (-1.824413338179731725e-01-1.629503859366620289e-01j), (6.941956336304633268e-01+1.849267818182621370e-01j), (-6.680335733790385144e-02-6.371054330148798184e-02j), (-6.208172778360637745e-02-6.166310612532256014e-02j), (4.483287063101960152e-02-3.799968483497828675e-02j), (2.329460063537285575e-01+2.686790040320014006e-02j), (-2.409424962779162516e-01-2.043072697963843887e-01j), (-1.045615418099799937e-01-2.915947360966979901e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (4.384926394704531660e-02+7.277501928046403723e-02j), (5.484174815974976469e-02-1.982636879475392980e-02j), (-3.123359526151299193e-01-1.661006237968894739e-01j), (-4.384926394590227261e-02-7.277501927874167886e-02j), (-4.495465853975959096e-03-1.141579736272842899e-01j), (-2.138623650936361253e-01-1.474233801204204719e-01j), (-7.511592638131336930e-02-2.198560651141993338e-01j), (-3.111450206508417082e-01+1.502111505554292945e-02j), (-6.579724825626788454e-02+7.387581153719072202e-02j), (6.292789341057545283e-01+1.436114275656256711e-01j), (2.559477468790148300e-02-1.843866082591458788e-01j), (-3.239491635881693310e-01-1.091385563641063955e-01j), (3.900508927456227543e-02-1.769858739279740745e-01j), (5.392595224451345558e-03+9.872174282852046179e-02j), (-1.246941239166179070e-02-6.922693021393704071e-02j)
